Course.Title,Course.Number,Student.Enrollment,A,B,C,D,F,W,Avg.GPA,Subject,Links
Social Psych Methods Lab,PSYC 332,358,56%,30%,11%,1%,1%,0%,3.35,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/332
The Psychology of Aging,PSYC 361,1040,44%,31%,17%,5%,2%,1%,3.09,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/361
"Stress, Trauma and Resilience",PSYC 365,80,78%,21%,0%,0%,0%,1%,3.73,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/365
Clinical/Abnormal Psych Lab,PSYC 379,135,38%,34%,21%,4%,4%,0%,2.97,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/379
Prejudice and Discrimination,PSYC 396,25,72%,28%,0%,0%,0%,0%,3.68,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/396
"Emotion, Cognition & The Brain",PSYC 396,74,77%,16%,4%,1%,1%,0%,3.63,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/396
Psy of Religion & Spirituality,PSYC 396,128,62%,28%,9%,2%,0%,0%,3.48,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/396
Statistical Methods II,PSYC 407,222,83%,15%,1%,0%,0%,0%,3.77,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/407
Psychopharmacology,PSYC 413,746,36%,33%,17%,9%,4%,1%,2.9,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/413
Organizational Psych,PSYC 455,846,38%,41%,16%,3%,2%,0%,3.09,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/455
IntroCounselingParaprofessProg,PSYC 496,22,95%,5%,0%,0%,0%,0%,3.92,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/496
Multivar Anlys in Psych and Ed,PSYC 594,195,73%,26%,1%,0%,0%,0%,3.65,PSYC,https://courses.illinois.edu/schedule/2018/fall/PSYC/594
Work and Disability,REHB 435,174,86%,9%,3%,3%,0%,0%,3.76,REHB,https://courses.illinois.edu/schedule/2018/fall/REHB/435
Religion & Society in West II,RLST 109,596,86%,8%,4%,1%,2%,0%,3.71,RLST,https://courses.illinois.edu/schedule/2018/fall/RLST/109
A History of Judaism,RLST 120,404,58%,31%,8%,1%,1%,1%,3.43,RLST,https://courses.illinois.edu/schedule/2018/fall/RLST/120
Zen,RLST 132,491,64%,34%,1%,0%,0%,0%,3.58,RLST,https://courses.illinois.edu/schedule/2018/fall/RLST/132
Cultures & Lits of South Asia,RLST 208,93,96%,1%,1%,1%,1%,0%,3.87,RLST,https://courses.illinois.edu/schedule/2018/fall/RLST/208
Introduction to Hinduism,RLST 286,252,57%,34%,3%,2%,3%,0%,3.4,RLST,https://courses.illinois.edu/schedule/2018/fall/RLST/286
Foundations of Recreation,RST 120,77,64%,25%,10%,0%,0%,1%,3.5,RST,https://courses.illinois.edu/schedule/2018/fall/RST/120
Coaching Wheelchair Bsktbll,RST 199,293,50%,35%,9%,3%,3%,0%,3.22,RST,https://courses.illinois.edu/schedule/2018/fall/RST/199
Sport & Sustainability,RST 199,22,45%,41%,5%,0%,9%,0%,3.11,RST,https://courses.illinois.edu/schedule/2018/fall/RST/199
Cultural Aspects of Tourism,RST 351,108,56%,35%,6%,1%,1%,1%,3.41,RST,https://courses.illinois.edu/schedule/2018/fall/RST/351
Russian Lit and Revolution,RUSS 225,44,41%,34%,11%,2%,11%,0%,2.95,RUSS,https://courses.illinois.edu/schedule/2018/fall/RUSS/225
"Madness, Myth, and Murder",SCAN 215,130,42%,40%,8%,2%,6%,2%,3.1,SCAN,https://courses.illinois.edu/schedule/2018/fall/SCAN/215
Viking Sagas in Translation,SCAN 252,197,44%,42%,8%,3%,4%,1%,3.17,SCAN,https://courses.illinois.edu/schedule/2018/fall/SCAN/252
General Phonetics,SHS 200,717,36%,44%,14%,4%,1%,0%,3.07,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/200
Intro Sound & Hearing Science,SHS 240,798,38%,37%,18%,6%,1%,0%,3.02,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/240
General Speech Science,SHS 301,695,41%,41%,15%,3%,0%,0%,3.16,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/301
Hearing Health and Society,SHS 352,228,82%,13%,4%,0%,1%,0%,3.72,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/352
Comm Competence and Disorders,SHS 380,151,54%,40%,5%,1%,0%,0%,3.44,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/380
Neuroplasticity& Communication,SHS 383,47,87%,13%,0%,0%,0%,0%,3.85,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/383
Evidence-Based Practice in CSD,SHS 385,73,44%,53%,3%,0%,0%,0%,3.39,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/385
Devel & Disorders Phonol Artic,SHS 430,377,74%,22%,4%,0%,0%,0%,3.67,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/430
Augmentative & Alt Comm,SHS 473,460,85%,14%,1%,0%,0%,0%,3.83,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/473
Asst & Mgmt of Dysphagia,SHS 513,22,95%,5%,0%,0%,0%,0%,3.94,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/513
Clinical Sociolinguistics,SHS 571,84,61%,38%,1%,0%,0%,0%,3.58,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/571
Orofacial Anomalies,SHS 577,138,60%,38%,2%,0%,0%,0%,3.57,SHS,https://courses.illinois.edu/schedule/2018/fall/SHS/577
The Human Experience,SLCL 200,24,92%,8%,0%,0%,0%,0%,3.86,SLCL,https://courses.illinois.edu/schedule/2018/fall/SLCL/200
Global Ineq and Social Change,SOC 160,605,63%,27%,7%,0%,2%,1%,3.47,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/160
Intro to Medical Sociology,SOC 274,67,67%,19%,9%,1%,3%,0%,3.45,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/274
Impacts of Globalization,SOC 364,274,46%,38%,9%,3%,3%,0%,3.16,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/364
Social Stratification,SOC 373,368,54%,32%,10%,2%,2%,0%,3.3,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/373
Criminal Justice Systems,SOC 396,42,57%,21%,21%,0%,0%,0%,3.28,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/396
Sexuality and Society,SOC 396,36,47%,39%,8%,6%,0%,0%,3.24,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/396
Methods of Field Research,SOC 480,388,55%,29%,9%,2%,4%,0%,3.28,SOC,https://courses.illinois.edu/schedule/2018/fall/SOC/480
Social Work and the Military,SOCW 360,120,91%,8%,1%,0%,0%,0%,3.86,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/360
Social Work with Women,SOCW 455,46,85%,13%,0%,0%,2%,0%,3.77,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/455
Behav and Cogn Methods for SW,SOCW 505,219,89%,10%,1%,0%,0%,0%,3.87,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/505
Family Therapy Seminar,SOCW 508,22,91%,9%,0%,0%,0%,0%,3.88,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/508
Delivery of Health Care,SOCW 513,75,96%,4%,0%,0%,0%,0%,3.96,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/513
Mental Health Pol and Svcs,SOCW 514,151,91%,8%,1%,1%,0%,0%,3.85,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/514
Managing Human Service Orgs,SOCW 526,97,76%,20%,4%,0%,0%,0%,3.73,SOCW,https://courses.illinois.edu/schedule/2018/fall/SOCW/526
Elementary Spanish II,SPAN 102,23,52%,26%,13%,4%,4%,0%,3.09,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/102
Spanish Composition,SPAN 228,159,53%,33%,9%,3%,1%,1%,3.36,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/228
Intro to Hispanic Linguistics,SPAN 252,278,67%,22%,7%,3%,1%,0%,3.53,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/252
The Sounds of Spanish,SPAN 303,263,65%,27%,5%,2%,1%,0%,3.55,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/303
Bilingualism,SPAN 307,149,63%,19%,15%,3%,1%,0%,3.4,SPAN,https://courses.illinois.edu/schedule/2018/fall/SPAN/307
Characteristics & Eligibility,SPED 317,108,82%,18%,0%,0%,0%,0%,3.83,SPED,https://courses.illinois.edu/schedule/2018/fall/SPED/317
Intro Intellectual Disability,SPED 322,1414,58%,30%,8%,2%,2%,0%,3.4,SPED,https://courses.illinois.edu/schedule/2018/fall/SPED/322
Collaborating with Families,SPED 438,192,91%,7%,2%,0%,0%,0%,3.89,SPED,https://courses.illinois.edu/schedule/2018/fall/SPED/438
Curriculum Development II,SPED 447,227,96%,4%,1%,0%,0%,0%,3.93,SPED,https://courses.illinois.edu/schedule/2018/fall/SPED/447
Actuarial Statistics I,STAT 408,731,42%,33%,17%,5%,3%,1%,2.99,STAT,https://courses.illinois.edu/schedule/2018/fall/STAT/408
Analysis of Variance,STAT 424,198,63%,25%,7%,1%,2%,3%,3.45,STAT,https://courses.illinois.edu/schedule/2018/fall/STAT/424
Sampling and Categorical Data,STAT 426,467,54%,30%,10%,4%,1%,1%,3.32,STAT,https://courses.illinois.edu/schedule/2018/fall/STAT/426
Stochastic Processes,STAT 430,210,53%,30%,11%,4%,1%,1%,3.28,STAT,https://courses.illinois.edu/schedule/2018/fall/STAT/430
Data Science Foundations,STAT 480,60,68%,25%,2%,2%,3%,0%,3.46,STAT,https://courses.illinois.edu/schedule/2018/fall/STAT/480
Mathematical Statistics II,STAT 511,71,90%,7%,1%,1%,0%,0%,3.82,STAT,https://courses.illinois.edu/schedule/2018/fall/STAT/511
Solid Mechanics Design,TAM 252,232,72%,19%,7%,1%,1%,0%,3.57,TAM,https://courses.illinois.edu/schedule/2018/fall/TAM/252
Intermediate Dynamics,TAM 412,294,40%,32%,20%,4%,3%,0%,3,TAM,https://courses.illinois.edu/schedule/2018/fall/TAM/412
Continuum Mechanics,TAM 445,276,31%,36%,21%,7%,4%,1%,2.82,TAM,https://courses.illinois.edu/schedule/2018/fall/TAM/445
Experimental Stress Analysis,TAM 456,76,53%,36%,9%,1%,1%,0%,3.39,TAM,https://courses.illinois.edu/schedule/2018/fall/TAM/456
Viscous Flow,TAM 532,101,67%,30%,3%,0%,0%,0%,3.6,TAM,https://courses.illinois.edu/schedule/2018/fall/TAM/532
Survey of Theatre Production,THEA 103,134,56%,24%,12%,4%,4%,0%,3.22,THEA,https://courses.illinois.edu/schedule/2018/fall/THEA/103
Literature of Modern Theatre,THEA 262,286,68%,23%,6%,0%,3%,0%,3.5,THEA,https://courses.illinois.edu/schedule/2018/fall/THEA/262
History of Theatre II,THEA 361,227,16%,37%,29%,11%,7%,0%,2.45,THEA,https://courses.illinois.edu/schedule/2018/fall/THEA/361
"Wiring, Motors and Control Sys",TSM 234,371,33%,46%,17%,4%,0%,0%,3.03,TSM,https://courses.illinois.edu/schedule/2018/fall/TSM/234
Fluid Power Systems,TSM 363,114,68%,24%,4%,2%,2%,0%,3.55,TSM,https://courses.illinois.edu/schedule/2018/fall/TSM/363
Residential Housing Design,TSM 371,263,30%,52%,9%,7%,2%,0%,3.07,TSM,https://courses.illinois.edu/schedule/2018/fall/TSM/371
Ag Safety-Injury Prevention,TSM 421,270,32%,54%,14%,1%,0%,0%,3.12,TSM,https://courses.illinois.edu/schedule/2018/fall/TSM/421
Engine and Tractor Power,TSM 464,202,37%,42%,16%,5%,1%,0%,3.01,TSM,https://courses.illinois.edu/schedule/2018/fall/TSM/464
Urban Informatics I,UP 116,53,77%,11%,6%,6%,0%,0%,3.5,UP,https://courses.illinois.edu/schedule/2018/fall/UP/116
Urban Sustainability,UP 136,171,61%,31%,6%,1%,1%,0%,3.46,UP,https://courses.illinois.edu/schedule/2018/fall/UP/136
Cities in a Global Perspective,UP 185,287,51%,30%,12%,5%,2%,0%,3.21,UP,https://courses.illinois.edu/schedule/2018/fall/UP/185
Chicago: Planning & Urban Life,UP 204,204,35%,45%,14%,2%,3%,0%,3.06,UP,https://courses.illinois.edu/schedule/2018/fall/UP/204
Ecology & Env Sustainability,UP 205,69,25%,54%,13%,6%,3%,0%,2.94,UP,https://courses.illinois.edu/schedule/2018/fall/UP/205
Urban Informatics II,UP 316,66,56%,33%,3%,6%,2%,0%,3.32,UP,https://courses.illinois.edu/schedule/2018/fall/UP/316
Cities and Immigrants,UP 335,47,49%,36%,6%,9%,0%,0%,3.23,UP,https://courses.illinois.edu/schedule/2018/fall/UP/335
Urban Ecology,UP 406,53,36%,57%,0%,0%,8%,0%,3.11,UP,https://courses.illinois.edu/schedule/2018/fall/UP/406
State and Local Public Finance,UP 407,27,85%,15%,0%,0%,0%,0%,3.85,UP,https://courses.illinois.edu/schedule/2018/fall/UP/407
Urban Transportation Planning,UP 430,289,69%,27%,2%,0%,0%,1%,3.6,UP,https://courses.illinois.edu/schedule/2018/fall/UP/430
Urban and Regional Analysis,UP 505,202,66%,27%,3%,0%,2%,1%,3.52,UP,https://courses.illinois.edu/schedule/2018/fall/UP/505
Plan Making,UP 510,163,77%,21%,1%,0%,1%,1%,3.64,UP,https://courses.illinois.edu/schedule/2018/fall/UP/510
Law and Planning,UP 511,175,83%,14%,2%,0%,0%,1%,3.78,UP,https://courses.illinois.edu/schedule/2018/fall/UP/511
Exotic Mammal Medicine,VCM 625,22,91%,9%,0%,0%,0%,0%,3.91,VCM,https://courses.illinois.edu/schedule/2018/fall/VCM/625
Structure and Function II,VM 603,892,16%,56%,26%,2%,0%,0%,2.86,VM,https://courses.illinois.edu/schedule/2018/fall/VM/603
Structure and Function III,VM 604,890,15%,49%,32%,4%,0%,0%,2.75,VM,https://courses.illinois.edu/schedule/2018/fall/VM/604
Pathobiology III,VM 608,727,16%,46%,36%,2%,0%,0%,2.75,VM,https://courses.illinois.edu/schedule/2018/fall/VM/608
Medicine and Surgery III,VM 611,601,14%,57%,28%,1%,0%,0%,2.83,VM,https://courses.illinois.edu/schedule/2018/fall/VM/611
Asian American Youth in Film,AAS 246,123,79%,18%,2%,0%,0%,1%,3.72,AAS,https://courses.illinois.edu/schedule/2018/fall/AAS/246
Muslims in America,AAS 258,124,92%,7%,0%,0%,0%,1%,3.81,AAS,https://courses.illinois.edu/schedule/2018/fall/AAS/258
External Risk Measurement/Rept,ACCY 511,57,74%,26%,0%,0%,0%,0%,3.7,ACCY,https://courses.illinois.edu/schedule/2018/fall/ACCY/511
Data Anlaytics Foundations,ACCY 570,40,70%,30%,0%,0%,0%,0%,3.66,ACCY,https://courses.illinois.edu/schedule/2018/fall/ACCY/570
Issues in Cons Econ & Finance,ACE 341,23,83%,17%,0%,0%,0%,0%,3.77,ACE,https://courses.illinois.edu/schedule/2018/fall/ACE/341
Viscous Flow & Heat Transfer,AE 412,238,56%,34%,6%,2%,0%,1%,3.47,AE,https://courses.illinois.edu/schedule/2018/fall/AE/412
Intro to the African Diaspora,AFRO 261,161,75%,20%,4%,1%,0%,1%,3.6,AFRO,https://courses.illinois.edu/schedule/2018/fall/AFRO/261
Hist of Blk Women's Activism,AFRO 383,116,59%,30%,8%,1%,1%,1%,3.46,AFRO,https://courses.illinois.edu/schedule/2018/fall/AFRO/383
Comm in Env Social Movements,AGCM 430,113,59%,34%,4%,2%,1%,0%,3.43,AGCM,https://courses.illinois.edu/schedule/2018/fall/AGCM/430
Begin Agri Teachers Seminar,AGED 499,53,85%,15%,0%,0%,0%,0%,3.82,AGED,https://courses.illinois.edu/schedule/2018/fall/AGED/499
Indigenous Thinkers,AIS 285,70,73%,20%,6%,0%,0%,1%,3.66,AIS,https://courses.illinois.edu/schedule/2018/fall/AIS/285
Dangerous Dogs & Breed Discrim,ANSC 499,21,95%,0%,5%,0%,0%,0%,3.92,ANSC,https://courses.illinois.edu/schedule/2018/fall/ANSC/499
Contemporary Social Issues,ANTH 160,156,47%,32%,12%,4%,4%,1%,3.07,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/160
Latin American Cultures,ANTH 182,52,44%,42%,4%,4%,6%,0%,3.12,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/182
Introduction to Archaeology,ANTH 220,308,49%,36%,10%,2%,3%,0%,3.22,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/220
"Ancient Cities, Sacred Land",ANTH 277,120,53%,32%,9%,2%,2%,1%,3.32,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/277
Senior Capston Seminar,ANTH 399,49,78%,16%,6%,0%,0%,0%,3.71,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/399
Methods of Cultural Anth,ANTH 411,93,77%,13%,6%,0%,3%,0%,3.6,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/411
Heritage Management,ANTH 460,26,92%,4%,0%,0%,0%,4%,3.88,ANTH,https://courses.illinois.edu/schedule/2018/fall/ANTH/460
Spec Topics in Arch History,ARCH 403,31,45%,48%,3%,0%,3%,0%,3.31,ARCH,https://courses.illinois.edu/schedule/2018/fall/ARCH/403
Twentieth-Century Architecture,ARCH 417,489,46%,37%,10%,3%,3%,1%,3.2,ARCH,https://courses.illinois.edu/schedule/2018/fall/ARCH/417
Structural Planning,ARCH 502,431,49%,46%,4%,0%,0%,0%,3.4,ARCH,https://courses.illinois.edu/schedule/2018/fall/ARCH/502
Theory of Architecture,ARCH 577,668,33%,55%,10%,0%,0%,1%,3.17,ARCH,https://courses.illinois.edu/schedule/2018/fall/ARCH/577
Graphic Design Inquiry,ARTD 351,44,73%,25%,2%,0%,0%,0%,3.7,ARTD,https://courses.illinois.edu/schedule/2018/fall/ARTD/351
Graphic Design Practicum,ARTD 371,23,78%,22%,0%,0%,0%,0%,3.75,ARTD,https://courses.illinois.edu/schedule/2018/fall/ARTD/371
Digital Interaction Sandbox,ARTD 418,22,68%,14%,0%,14%,5%,0%,3.2,ARTD,https://courses.illinois.edu/schedule/2018/fall/ARTD/418
Renaissance to Modern Art,ARTH 112,201,56%,26%,12%,4%,2%,0%,3.23,ARTH,https://courses.illinois.edu/schedule/2018/fall/ARTH/112
Design History Survey,ARTH 211,459,58%,36%,5%,1%,0%,0%,3.46,ARTH,https://courses.illinois.edu/schedule/2018/fall/ARTH/211
"Modern Art, 1880-1940",ARTH 241,47,43%,47%,6%,4%,0%,0%,3.26,ARTH,https://courses.illinois.edu/schedule/2018/fall/ARTH/241
Atmospheric Thermodynamics,ATMS 301,242,43%,31%,14%,5%,5%,2%,3.02,ATMS,https://courses.illinois.edu/schedule/2018/fall/ATMS/301
Bus as a Force in Am Society,BADM 199,66,89%,9%,0%,0%,2%,0%,3.79,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/199
Technology & Mgmt Seminar,BADM 261,251,98%,2%,0%,0%,0%,0%,3.97,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/261
Advanced Marketing Management,BADM 420,632,81%,18%,1%,0%,0%,0%,3.77,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/420
Frontiers in Technology Smr,BADM 590,404,91%,9%,0%,0%,0%,0%,3.88,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
Global Perspectives in Busines,BADM 590,123,85%,13%,2%,0%,0%,0%,3.83,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
Sustainability,BADM 590,73,89%,11%,0%,0%,0%,0%,3.83,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/590
Business Fundamentals,BADM 595,191,74%,26%,0%,0%,0%,0%,3.66,BADM,https://courses.illinois.edu/schedule/2018/fall/BADM/595
Analytical Methods in Bioeng,BIOE 504,138,74%,23%,3%,0%,0%,0%,3.66,BIOE,https://courses.illinois.edu/schedule/2018/fall/BIOE/504
Computational Bioengineering,BIOE 505,89,64%,34%,1%,0%,1%,0%,3.6,BIOE,https://courses.illinois.edu/schedule/2018/fall/BIOE/505
Project Based Learning in CEE,CEE 398,33,76%,24%,0%,0%,0%,0%,3.72,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/398
Masonry Structures,CEE 467,105,33%,45%,19%,3%,0%,0%,3.08,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/467
Sustainable Infrastructure Sys,CEE 498,45,91%,9%,0%,0%,0%,0%,3.84,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/498
Logistics Systems Analysis,CEE 512,70,63%,36%,1%,0%,0%,0%,3.58,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/512
Construction Law,CEE 524,33,61%,39%,0%,0%,0%,0%,3.66,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/524
Construction Optimization,CEE 526,63,79%,17%,3%,0%,0%,0%,3.71,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/526
Rock Mechanics and Behavior,CEE 586,46,48%,46%,7%,0%,0%,0%,3.44,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/586
Post-tensioned Concrete Struct,CEE 598,26,77%,23%,0%,0%,0%,0%,3.69,CEE,https://courses.illinois.edu/schedule/2018/fall/CEE/598
Polymer Sci & Engineering,CHBE 494,55,31%,44%,22%,2%,0%,2%,2.93,CHBE,https://courses.illinois.edu/schedule/2018/fall/CHBE/494
Advanced Inorganic Chemistry,CHEM 512,143,69%,31%,0%,0%,0%,0%,3.65,CHEM,https://courses.illinois.edu/schedule/2018/fall/CHEM/512
Advanced Organic Synthesis,CHEM 534,166,42%,54%,2%,0%,0%,2%,3.41,CHEM,https://courses.illinois.edu/schedule/2018/fall/CHEM/534
Intro to the Health Sciences,CHLH 110,28,61%,21%,4%,11%,4%,0%,3.25,CHLH,https://courses.illinois.edu/schedule/2018/fall/CHLH/110
Health Behavior: Theory,CHLH 540,129,64%,26%,7%,3%,0%,0%,3.5,CHLH,https://courses.illinois.edu/schedule/2018/fall/CHLH/540
Tchg Diverse High School Stu,CI 403,403,84%,12%,2%,0%,1%,0%,3.76,CI,https://courses.illinois.edu/schedule/2018/fall/CI/403
Thry Prac in Elem Schl Tch I,CI 406,645,83%,15%,2%,0%,0%,0%,3.76,CI,https://courses.illinois.edu/schedule/2018/fall/CI/406
"Middle Schl Inst, Phil, & Str",CI 410,28,89%,11%,0%,0%,0%,0%,3.88,CI,https://courses.illinois.edu/schedule/2018/fall/CI/410
"Families, Communities, Schools",CI 422,53,83%,15%,0%,0%,2%,0%,3.73,CI,https://courses.illinois.edu/schedule/2018/fall/CI/422
Iss Prac in Address Diversity,CI 447,281,95%,4%,0%,0%,0%,0%,3.93,CI,https://courses.illinois.edu/schedule/2018/fall/CI/447
Princ Prac Foster Indep Rdg,CI 471,29,55%,38%,7%,0%,0%,0%,3.52,CI,https://courses.illinois.edu/schedule/2018/fall/CI/471
History of Ancient Greece,CLCV 220,52,40%,42%,10%,4%,2%,2%,3.13,CLCV,https://courses.illinois.edu/schedule/2018/fall/CLCV/220
"Greco-Roman Demo, Econ, Cult",CLCV 225,135,79%,18%,1%,0%,3%,0%,3.69,CLCV,https://courses.illinois.edu/schedule/2018/fall/CLCV/225
Persuasion Theory & Research,CMN 421,301,40%,41%,15%,3%,2%,0%,3.11,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/421
Health Communication Campaigns,CMN 464,160,52%,42%,4%,0%,0%,1%,3.44,CMN,https://courses.illinois.edu/schedule/2018/fall/CMN/464
Midwest Agricultural Practices,CPSC 419,58,95%,3%,0%,0%,2%,0%,3.88,CPSC,https://courses.illinois.edu/schedule/2018/fall/CPSC/419
Weed Mgt in Agronomic Crops,CPSC 426,217,56%,38%,6%,0%,0%,0%,3.49,CPSC,https://courses.illinois.edu/schedule/2018/fall/CPSC/426
Principles of Agroecology,CPSC 437,89,73%,22%,4%,0%,0%,0%,3.76,CPSC,https://courses.illinois.edu/schedule/2018/fall/CPSC/437
Compiler Construction,CS 426,104,52%,35%,9%,1%,3%,1%,3.29,CS,https://courses.illinois.edu/schedule/2018/fall/CS/426
Social & Information Networks,CS 498,60,67%,20%,13%,0%,0%,0%,3.47,CS,https://courses.illinois.edu/schedule/2018/fall/CS/498
Intro to Data Science,CS 498,110,85%,15%,0%,0%,0%,0%,3.76,CS,https://courses.illinois.edu/schedule/2018/fall/CS/498
Advanced Computer Security,CS 563,27,89%,4%,4%,0%,0%,4%,3.88,CS,https://courses.illinois.edu/schedule/2018/fall/CS/563
Graphical Models,CS 598,25,92%,0%,0%,4%,0%,4%,3.86,CS,https://courses.illinois.edu/schedule/2018/fall/CS/598
Hip Hop,DANC 112,352,82%,13%,3%,1%,1%,0%,3.71,DANC,https://courses.illinois.edu/schedule/2018/fall/DANC/112
Orientation to Dance,DANC 150,48,94%,4%,0%,0%,2%,0%,3.83,DANC,https://courses.illinois.edu/schedule/2018/fall/DANC/150
Beginning Ballet Tech Core,DANC 166,21,95%,0%,0%,0%,5%,0%,3.67,DANC,https://courses.illinois.edu/schedule/2018/fall/DANC/166
Int/Adv Contemp Mod Tech Core,DANC 360,64,62%,31%,5%,2%,0%,0%,3.51,DANC,https://courses.illinois.edu/schedule/2018/fall/DANC/360
Advanced Improvisation,DANC 363,21,95%,5%,0%,0%,0%,0%,3.95,DANC,https://courses.illinois.edu/schedule/2018/fall/DANC/363
Masterpieces of East Asian Lit,EALC 275,1053,57%,34%,7%,1%,1%,0%,3.37,EALC,https://courses.illinois.edu/schedule/2018/fall/EALC/275
Elec & Electronic Circuits Lab,ECE 206,1611,73%,24%,2%,0%,1%,0%,3.66,ECE,https://courses.illinois.edu/schedule/2018/fall/ECE/206
Photonic Devices,ECE 304,213,32%,43%,18%,6%,1%,0%,2.99,ECE,https://courses.illinois.edu/schedule/2018/fall/ECE/304
